30268,2,776382
30270,4,776502
30269,3,777110
30267,1,777287
30271,5,777963
30272,6,778152
30281,15,778732
30273,7,778523
30274,8,779270
30285,19,779315
30275,9,779795
30282,16,779920
30276,10,780323
30290,24,780844
30287,21,780286
30296,30,781352
30291,25,781580
30288,22,780943
30299,33,781861
30300,34,782383
30294,28,782704
30284,18,782702
30302,36,782941
30292,26,782408
30286,20,783194
30277,11,783461
30283,17,783664
30307,41,784011
30298,32,784076
30289,23,784176
30297,31,783761
30280,14,784566
30293,27,784655
30304,38,784851
30295,29,785105
30305,39,785165
30301,35,785282
30306,40,785341
30303,37,785463
30279,13,785597
30278,12,785659
30312,46,785822
30308,42,785855
30315,49,786024
30313,47,786046
30314,48,786241
30316,50,786404
30318,52,786581
30320,54,786804
30322,56,787003
30327,61,787174
30328,62,787352
30329,63,787509
30323,57,787668
30324,58,787833
30332,66,787995
30333,67,788157
30334,68,788628
30335,69,788819
30338,72,789016
30339,73,789191
30342,76,789364
30343,77,789533
30344,78,789711
30309,43,789747
30317,51,786442
30345,79,789899
30383,117,789944
30321,55,790075
30346,80,790081
30319,53,790243
30350,84,790263
30337,71,790407
30351,85,790435
30352,86,790619
30311,45,790640
30353,87,790779
30331,65,790793
30310,44,790933
30357,91,790936
30330,64,791081
30358,92,791088
30326,60,791231
30359,93,791236
30336,70,791379
30360,94,791381
30325,59,791526
30367,101,791532
30340,74,791674
30368,102,791685
30341,75,791824
30370,104,791828
30347,81,791973
30371,105,791978
30372,106,792138
30373,107,792379
30354,88,792537
30376,110,792672
30355,89,792848
30378,112,792961
30356,90,793116
30379,113,793251
30361,95,793402
30380,114,793555
30362,96,793677
30387,121,793837
30389,123,794061
30348,82,792122
30384,118,794665
30392,126,794677
30349,83,794390
30394,128,794869
30363,97,794882
30364,98,795037
30365,99,795047
30374,108,795207
30366,100,795217
30369,103,793958
30375,109,795722
30377,111,795920
30381,115,796088
30403,137,796267
30401,135,796429
30400,134,796504
30399,133,796671
30402,136,796842
30382,116,796860
30404,138,796980
30398,132,797036
30390,124,797079
30385,119,796607
30405,139,797208
30406,140,797294
30407,141,797468
30408,142,797644
30412,146,797812
30409,143,797995
30391,125,798347
30416,150,798645
30397,131,798653
30386,120,798651
30411,145,798835
30420,154,798843
30410,144,799005
30417,151,799014
30413,147,799184
30421,155,799184
30415,149,798548
30419,153,799352
30422,156,799443
30418,152,799509
30423,157,799599
30424,158,799665
30426,160,799763
30425,159,799818
30427,161,799922
30428,162,799981
30432,166,800069
30431,165,800133
30393,127,802440
30433,167,800217
30388,122,802649
30395,129,802654
30440,174,802652
30451,185,802797
30414,148,802846
30436,170,802855
30429,163,802947
30452,186,802979
30439,173,803035
30430,164,803129
30443,177,803203
30444,178,803323
30454,188,803385
30435,169,803523
30455,189,803584
30447,181,803700
30457,191,803759
30448,182,803895
30458,192,803956
30461,195,804154
30462,196,804359
30450,184,804499
30465,199,804541
30466,200,804713
30445,179,804919
30441,175,805125
30442,176,805339
30453,187,805438
30437,171,805902
30449,183,804076
30438,172,807250
30434,168,808034
30446,180,808255
30464,198,808734
30456,190,808740
30467,201,809165
30459,193,809174
30460,194,809583
30468,202,809657
30463,197,809893
30396,130,809914
30470,204,810327
30469,203,810453
30471,205,810552
30473,207,810662
30475,209,810773
30472,206,810833
30480,214,811046
