10512,1,310372
10513,2,310469
10514,3,310523
10515,4,310595
10516,5,310669
10517,6,310737
10518,7,310800
10519,8,310870
10520,9,310932
10521,10,310991
10522,11,311046
10523,12,311112
10524,13,311170
10525,14,311230
10526,15,311294
10527,16,311352
10528,17,311412
10529,18,311470
10530,19,311530
10531,20,311584
10532,21,311637
10533,22,311690
10534,23,311746
10535,24,311795
10536,25,311850
10537,26,311899
10538,27,311952
10539,28,312007
10540,29,312061
10541,30,312117
10542,31,312164
10543,32,312211
10544,33,312255
10545,34,312301
10546,35,312345
10547,36,312389
10548,37,312441
10549,38,312484
10550,39,312528
10551,40,312573
10552,41,312633
10553,42,312681
10554,43,312725
10555,44,312770
10556,45,312816
10557,46,312863
10558,47,312906
10559,48,312949
10560,49,312991
10561,50,313038
10562,51,313083
10563,52,313126
10564,53,313171
10565,54,313213
10566,55,313257
10567,56,313303
10568,57,313344
10569,58,313386
10570,59,313430
10571,60,313478
10572,61,313522
10573,62,313564
10574,63,313605
10575,64,313645
10576,65,313690
10577,66,313734
10578,67,313776
10579,68,313819
10580,69,313862
10581,70,313904
10582,71,313952
10583,72,313994
10584,73,314034
10585,74,314079
10586,75,314127
10587,76,314170
10588,77,314212
10589,78,314254
10590,79,314298
10591,80,314342
10592,81,314388
10593,82,314429
10594,83,314471
10595,84,314516
10596,85,314558
10597,86,314601
10598,87,314646
10599,88,314690
10600,89,314733
10601,90,314778
10602,91,314823
10603,92,314863
10604,93,314906
10605,94,314953
10606,95,314994
10607,96,315039
10608,97,315085
10609,98,315127
10610,99,315171
10611,100,315214
10612,101,315255
10613,102,315300
10614,103,315341
10615,104,315386
10616,105,315428
10617,106,315472
10618,107,315518
10619,108,315563
10620,109,315608
10621,110,315653
10622,111,315697
10623,112,315741
10624,113,315786
10625,114,315829
10626,115,315871
10627,116,315912
10628,117,315956
10629,118,315997
10630,119,316039
10631,120,316084
10632,121,316127
10633,122,316168
10634,123,316211
10635,124,316249
10636,125,316294
10637,126,316338
10638,127,316381
10639,128,316423
10640,129,316465
10641,130,316508
10642,131,316549
10643,132,316594
10644,133,316784
10645,134,316821
10646,135,316869
10647,136,316913
10648,137,316954
10649,138,317000
10650,139,317041
10651,140,317084
10652,141,317129
10653,142,317172
10654,143,317215
10655,144,317260
10656,145,317304
10657,146,317345
10658,147,317391
10659,148,317435
10660,149,317478
10661,150,317525
10662,151,317570
10663,152,317614
10664,153,317660
10665,154,317705
10666,155,317751
10667,156,317792
10668,157,317835
10669,158,317885
10670,159,317929
10671,160,317981
10672,161,318032
10673,162,318080
10674,163,318128
10675,164,318171
10676,165,318219
10677,166,318263
10678,167,318316
10679,168,318362
10680,169,318406
10681,170,318455
10682,171,318500
10683,172,318553
10684,173,318599
10685,174,318646
10686,175,318696
10687,176,318742
10688,177,318786
10689,178,318835
10690,179,318881
10691,180,318929
10692,181,318973
10693,182,319016
10694,183,319063
10695,184,319111
10696,185,319157
10697,186,319202
10698,187,319249
10699,188,319291
10700,189,319336
10701,190,319384
10702,191,319425
10703,192,319470
10704,193,319517
10705,194,319558
10706,195,319604
10707,196,319649
10708,197,319690
10709,198,319735
10710,199,319776
10711,200,319824
10712,201,319867
10713,202,319909
10714,203,319953
10715,204,319996
10716,205,320038
10717,206,320084
10718,207,320128
10719,208,320173
10720,209,320215
10721,210,320264
10722,211,320306
10723,212,320350
10724,213,320393
10725,214,320436
10726,215,320480
10727,216,320530
10728,217,320572
10729,218,320628
10730,219,320673
10731,220,320717
10732,221,320759
10733,222,320803
10734,223,320843
10735,224,320889
10736,225,320936
10737,226,320980
10738,227,321022
10739,228,321066
10740,229,321110
10741,230,321155
10742,231,321202
10743,232,321245
10744,233,321286
10745,234,321332
10746,235,321380
10747,236,321422
10748,237,321466
10749,238,321515
10750,239,321559
10751,240,321605
10752,241,321650
10753,242,321694
10754,243,321739
10755,244,321784
10756,245,321828
10757,246,321874
10758,247,321918
10759,248,321962
10760,249,322009
10761,250,322054
10762,251,322096
10763,252,322145
10764,253,322190
10765,254,322232
10766,255,322278
10767,256,322324
10768,257,322367
10769,258,322414
10770,259,322456
10771,260,322505
10772,261,322547
10773,262,322592
10774,263,322641
10775,264,322688
10776,265,322741
10777,266,322787
10778,267,322840
10779,268,322890
10780,269,322939
10781,270,322996
10782,271,323044
10783,272,323096
10784,273,323146
10785,274,323195
10786,275,323247
10787,276,323296
10788,277,323348
10789,278,323398
10790,279,323449
10791,280,323510
10792,281,323565
10793,282,323615
10794,283,323671
10795,284,323726
10796,285,323781
10797,286,323836
10798,287,323889
10799,288,323942
10800,289,323994
10801,290,324046
10802,291,324097
10803,292,324143
10804,293,324192
10805,294,324244
10806,295,324293
10807,296,324341
10808,297,324391
10809,298,324441
10810,299,324489
10811,300,324537
10812,301,324586
10813,302,326425
10814,303,326478
10815,304,326526
10816,305,326576
10817,306,326627
10818,307,326678
10819,308,326724
10820,309,326772
10821,310,326873
10822,311,326961
10823,312,327126
10824,313,327318
10825,314,327474
10826,315,327564
10827,316,327610
10828,317,327739
10829,318,327797
10830,319,327847
10831,320,327897
10832,321,327945
10833,322,327992
10834,323,328044
10835,324,328090
10836,325,328134
10837,326,328185
10838,327,328230
10839,328,328280
10840,329,328324
10841,330,328371
10842,331,328415
10843,332,328460
10844,333,328510
10845,334,328554
10846,335,328600
10847,336,328661
10848,337,328703
10849,338,328751
10850,339,328795
10851,340,328839
10852,341,328885
10853,342,328928
10854,343,328973
10855,344,329019
10856,345,329065
10857,346,329106
10858,347,329152
10859,348,329199
10860,349,329241
10861,350,329286
10862,351,329334
10863,352,329375
10864,353,329419
10865,354,329465
10866,355,329507
10867,356,329549
10868,357,329595
10869,358,329639
10870,359,329684
10871,360,329726
10872,361,329769
10873,362,329812
10874,363,329857
10875,364,329900
10876,365,329946
10877,366,329989
10878,367,330034
10879,368,330078
10880,369,330123
10881,370,330165
10882,371,330210
10883,372,330253
10884,373,330296
10885,374,330340
10886,375,330386
10887,376,330427
10888,377,330472
10889,378,330518
10890,379,330559
10891,380,330601
10892,381,330645
10893,382,330690
10894,383,330738
10895,384,330780
10896,385,330823
10897,386,330866
10898,387,330909
10899,388,330951
10900,389,330996
10901,390,331038
10902,391,331082
10903,392,331128
10904,393,331172
10905,394,331215
10906,395,331259
10907,396,331302
10908,397,331344
10909,398,331390
10910,399,331435
10911,400,331478
10912,401,331521
10913,402,331563
10914,403,331609
10915,404,331655
10916,405,331700
10917,406,331744
10918,407,331789
10919,408,331835
10920,409,331879
10921,410,331924
10922,411,331966
10923,412,332008
10924,413,332056
10925,414,332099
10926,415,332143
10927,416,332187
10928,417,332231
10929,418,332276
10930,419,332319
10931,420,332366
10932,421,332410
10933,422,332455
10934,423,332503
10935,424,332548
10936,425,332590
10937,426,332666
10938,427,332711
10939,428,332756
10940,429,332799
10941,430,332842
10942,431,332896
10943,432,332939
10944,433,332984
10945,434,333027
10946,435,333069
10947,436,333115
10948,437,333157
10949,438,333204
10950,439,333247
10951,440,333291
10952,441,333336
10953,442,333382
10954,443,333427
10955,444,333471
10956,445,333514
